Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Home_Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Customer_Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Recurring_Monthly_Revenue
2884-GBPFB,Female,61,Yes,0,Morro Bay,93442,35.369553,-120.763864,4,35,Offer C,Yes,10.43,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0,80,365.05,2861.6,Churned,Other,Moved,81.76
2888-ADFAO,Female,47,Yes,3,Palmdale,93551,34.613476,-118.256358,5,47,None,Yes,3.95,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.3,1041.8,0,0,185.65,1227.45,Stayed,NULL,NULL,26.11595745
2890-WFBHU,Female,26,No,0,Salyer,95563,40.89866,-123.539754,0,59,Offer B,Yes,1.94,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0,0,114.46,4900.56,Stayed,NULL,NULL,83.06033898
2892-GESUL,Female,20,Yes,3,San Juan Capistrano,92675,33.521447,-117.602555,5,18,None,Yes,20,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,309.25,0,0,360,669.25,Stayed,NULL,NULL,37.18055556
2894-QOJRX,Female,19,Yes,0,San Diego,92124,32.827238,-117.089287,1,25,Offer C,No,0,No,Yes,Cable,82,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34,853,0,0,0,853,Churned,Competitor,Competitor had better devices,34.12
2897-DOVND,Male,31,No,0,Winterhaven,92283,32.852947,-114.850784,0,2,None,Yes,11.19,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0,10,22.38,179.03,Joined,NULL,NULL,89.515
2898-LSJGD,Female,30,Yes,0,Santa Ana,92707,33.714829,-117.872941,1,21,None,No,0,No,Yes,Cable,69,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,55.95,1157.05,0,10,0,1167.05,Churned,Attitude,Attitude of service provider,55.57380952
2900-PHPLN,Female,73,Yes,0,Vista,92083,33.17494,-117.242761,2,70,Offer A,Yes,15.9,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1462.05,0,0,1113,2575.05,Stayed,NULL,NULL,36.78642857
2903-YYTBW,Male,48,Yes,2,Hemet,92545,33.734933,-117.044145,1,1,None,Yes,41.1,No,Yes,DSL,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.55,44.55,0,0,41.1,85.65,Joined,NULL,NULL,85.65
2905-KFQUV,Female,61,Yes,0,Moss Beach,94038,37.515556,-122.502311,9,2,None,Yes,7.49,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4,154.8,0,0,14.98,169.78,Joined,NULL,NULL,84.89
2907-ILJBN,Female,21,Yes,0,Duarte,91010,34.145695,-117.95982,7,11,None,Yes,1.92,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,233.9,0,0,21.12,255.02,Stayed,NULL,NULL,23.18363636
2908-WGAXL,Female,40,Yes,2,Fullerton,92835,33.902211,-117.914922,9,56,None,Yes,29.06,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1468.9,0,0,1627.36,3096.26,Stayed,NULL,NULL,55.29035714
2908-ZTPNF,Female,41,No,0,Pleasanton,94566,37.633361,-121.862395,0,36,Offer C,No,0,No,Yes,Cable,2,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.85,1267.2,0,0,0,1267.2,Stayed,NULL,NULL,35.2
2911-UREFD,Female,50,Yes,0,Santa Monica,90405,34.005439,-118.477507,3,39,None,No,0,No,Yes,DSL,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.9,2184.35,0,0,0,2184.35,Churned,Dissatisfaction,Lack of self-service on Website,56.00897436
2911-WDXMV,Male,29,No,3,Fontana,92335,34.087558,-117.464096,0,18,Offer D,Yes,41.08,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1406.65,0,0,739.44,2146.09,Stayed,NULL,NULL,119.2272222
2916-BQZLN,Male,29,No,0,Reseda,91335,34.200175,-118.540958,0,19,None,Yes,11.42,Yes,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1651.95,49.38,0,216.98,1819.55,Stayed,NULL,NULL,95.76578947
2919-HBCJO,Female,36,No,0,Downieville,95936,39.578792,-120.780786,0,4,None,Yes,24.09,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0,0,96.36,429.96,Churned,Other,Moved,107.49
2920-RNCEZ,Male,46,Yes,1,Lebec,93243,34.845861,-118.885163,10,1,None,Yes,11.45,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0,0,11.45,81.4,Joined,NULL,NULL,81.4
2921-XWDJH,Female,76,Yes,0,Glendale,91202,34.167926,-118.267539,0,38,None,Yes,3.42,No,Yes,Fiber Optic,15,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,3147.15,24.98,0,129.96,3252.13,Stayed,NULL,NULL,85.58236842
2923-ARZLG,Male,38,Yes,2,La Verne,91750,34.144703,-117.770299,5,10,Offer E,Yes,46.23,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.7,197.54,0,0,462.3,659.84,Stayed,NULL,NULL,65.984
2925-MXLSX,Female,37,No,0,Chula Vista,91911,32.607964,-117.059459,0,30,Offer C,Yes,22.64,Yes,Yes,DSL,18,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,68.95,2038.7,0,0,679.2,2717.9,Stayed,NULL,NULL,90.59666667
2926-JEJJC,Female,26,No,0,Angelus Oaks,92305,34.1678,-116.86433,0,8,None,Yes,5.27,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,0,0,42.16,183.11,Stayed,NULL,NULL,22.88875
2928-HLDBA,Female,31,No,0,Cypress,90630,33.818477,-118.038307,0,6,Offer E,Yes,7.72,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,112.75,0,0,46.32,159.07,Stayed,NULL,NULL,26.51166667
2929-ERCFZ,Female,22,Yes,0,Independence,93526,36.869584,-118.189241,1,8,Offer E,Yes,38.83,No,Yes,Fiber Optic,76,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0,0,310.64,1087.94,Churned,Competitor,Competitor had better devices,135.9925
2930-UOTMB,Female,29,No,0,Riverside,92506,33.930931,-117.361788,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0,120,965.34,3079.64,Churned,Competitor,Competitor offered higher download speeds,99.34322581
2931-FSOHN,Male,76,No,0,Napa,94559,38.232389,-122.324944,0,13,None,Yes,49.9,No,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0,0,648.7,1437.05,Stayed,NULL,NULL,110.5423077
2933-FILNV,Female,53,Yes,3,Carlsbad,92009,33.098018,-117.258203,0,2,None,No,0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0,0,0,36.55,Churned,Dissatisfaction,Lack of self-service on Website,18.275
2937-FTHUR,Female,45,No,3,Cedar Glen,92321,34.255203,-117.175654,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0,0,764.1,1930.8,Stayed,NULL,NULL,107.2666667
2946-KIQSP,Female,59,No,0,Fallbrook,92028,33.362575,-117.299644,0,35,Offer C,No,0,No,Yes,Cable,12,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,33.45,1175.85,0,30,0,1205.85,Stayed,NULL,NULL,34.45285714
2947-DOMLJ,Male,47,No,2,Buena Park,90621,33.874224,-117.993368,0,1,None,Yes,11.86,No,Yes,Cable,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.6,50.6,0,0,11.86,62.46,Churned,Dissatisfaction,Service dissatisfaction,62.46
2951-QOQTK,Male,28,No,0,Sacramento,95815,38.608405,-121.449942,0,4,None,Yes,42.33,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds,125.4425
2952-QAYZF,Male,30,No,0,Sacramento,95828,38.486938,-121.395805,0,5,None,Yes,36.52,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,424.15,0,0,182.6,606.75,Churned,Competitor,Competitor had better devices,121.35
2955-BJZHG,Male,41,Yes,0,Apple Valley,92308,34.424926,-117.184503,1,17,None,Yes,16.61,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0,0,282.37,1683.22,Churned,Competitor,Competitor had better devices,99.01294118
2955-PSXOE,Female,48,No,0,Topanga,90290,34.115192,-118.61017,0,1,None,Yes,43.52,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0,0,43.52,63.72,Churned,Price,Price too high,63.72
2956-GGUCQ,Male,71,Yes,0,Pioneer,95666,38.546999,-120.271114,1,24,None,Yes,2.05,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0,0,49.2,1821.45,Churned,Attitude,Attitude of service provider,75.89375
2957-LOLHO,Male,49,No,0,Fallbrook,92028,33.362575,-117.299644,0,12,None,Yes,11.12,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9,0,0,133.44,652.34,Churned,Competitor,Competitor made better offer,54.36166667
2958-NHPPS,Male,45,No,0,Sacramento,95816,38.574856,-121.46504,0,23,None,Yes,35.32,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.85,473.9,0,0,812.36,1286.26,Stayed,NULL,NULL,55.92434783
2959-EEXWB,Female,54,Yes,2,Pasadena,91105,34.13946,-118.166649,10,45,Offer B,No,0,No,Yes,DSL,18,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0,0,0,2333.85,Stayed,NULL,NULL,51.86333333
2959-FENLU,Female,64,No,0,Los Gatos,95033,37.160194,-121.945611,0,9,None,Yes,48.38,No,Yes,Fiber Optic,8,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,85.3,781.4,0,10,435.42,1226.82,Stayed,NULL,NULL,136.3133333
2959-MJHIC,Male,60,Yes,0,Hinkley,92347,34.983808,-117.239306,3,4,None,Yes,32.43,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction,109.28
2960-NKRSO,Male,60,No,0,Mad River,95552,40.390301,-123.412327,0,24,None,Yes,9.53,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,2107.15,0,0,228.72,2335.87,Stayed,NULL,NULL,97.32791667
2961-VNFKL,Female,42,Yes,0,Mountain View,94041,37.388349,-122.075299,2,71,Offer A,Yes,24.71,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.95,1801.9,0,0,1754.41,3556.31,Stayed,NULL,NULL,50.08887324
2962-XPMCQ,Male,56,No,0,Sacramento,95828,38.486938,-121.395805,0,2,Offer E,Yes,6.47,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds,55.72
2967-MXRAV,Male,29,Yes,0,Los Angeles,90003,33.964131,-118.272783,9,1,None,Yes,43.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0,0,43.57,62.37,Joined,NULL,NULL,62.37
2968-SSGAA,Female,41,No,0,San Francisco,94117,37.770533,-122.445121,0,10,None,Yes,45.21,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data,151.23
2969-QWUBZ,Female,53,No,0,Los Altos,94022,37.349546,-122.134356,0,2,None,No,0,No,Yes,Cable,21,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0,0,0,96.8,Joined,NULL,NULL,48.4
2969-WGHQO,Female,39,Yes,3,Bradley,93426,35.842889,-121.004862,1,7,None,Yes,18.91,No,Yes,DSL,29,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,477.05,0,0,132.37,609.42,Stayed,NULL,NULL,87.06
2971-SGAFL,Female,34,No,0,Millbrae,94030,37.601248,-122.403099,0,13,Offer D,Yes,38.4,Yes,Yes,DSL,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,0,50,499.2,1544.55,Stayed,NULL,NULL,118.8115385
2978-XXSOG,Female,33,No,0,Doyle,96109,40.012675,-120.101857,0,22,Offer D,Yes,32.75,Yes,Yes,DSL,24,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1253.5,0,0,720.5,1974,Stayed,NULL,NULL,89.72727273
2979-SXESE,Female,57,Yes,0,Berkeley,94703,37.863843,-122.275684,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0,0,438.43,2045.63,Churned,Other,Moved,120.3311765
2982-IHMFT,Female,75,No,0,San Diego,92126,32.886925,-117.152162,0,1,None,Yes,39.61,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0,0,39.61,114.06,Churned,Competitor,Competitor made better offer,114.06
2982-VPSGI,Female,64,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94,1078.9,0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer,123.7518182
2983-ZANRP,Female,27,Yes,0,La Puente,91744,34.031441,-117.936436,1,2,None,Yes,8.5,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0,0,17,162.4,Churned,Competitor,Competitor had better devices,81.2
2984-AFWNC,Female,52,No,0,Rough And Ready,95975,39.225634,-121.156163,0,3,None,Yes,17.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0,0,51.03,344.18,Joined,NULL,NULL,114.7266667
2984-MIIZL,Male,51,No,0,Guadalupe,93434,34.936,-120.594655,0,4,None,Yes,7.26,No,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability,87.735
2984-RGEYA,Female,38,Yes,0,Winnetka,91306,34.209532,-118.577563,9,69,Offer A,Yes,5.27,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1375.4,0,0,363.63,1739.03,Stayed,NULL,NULL,25.20333333
2985-FMWYF,Female,46,No,0,Myers Flat,95554,40.267158,-123.805913,0,23,Offer D,Yes,18.12,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.55,0,0,416.76,2758.31,Stayed,NULL,NULL,119.9265217
2988-PLAHS,Female,58,No,0,Sierraville,96126,39.559709,-120.345639,0,3,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0,30,88.53,338.98,Joined,NULL,NULL,112.9933333
2990-HWIML,Female,58,No,0,Ontario,91764,34.074087,-117.605618,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0,0,287.52,860.82,Churned,Competitor,Competitor had better devices,143.47
2995-YWTCD,Female,20,Yes,1,Browns Valley,95918,39.292334,-121.320597,1,19,None,Yes,31.58,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.9,467.7,0,0,600.02,1067.72,Stayed,NULL,NULL,56.19578947
2996-XAUVF,Male,25,No,0,Needles,92363,34.711224,-114.702256,0,70,Offer A,No,0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0,0,0,2799.75,Stayed,NULL,NULL,39.99642857
2999-AANRQ,Female,23,No,0,Sacramento,95833,38.619049,-121.517552,0,21,None,Yes,17.35,No,Yes,DSL,71,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,71.05,1524.85,16.91,140,364.35,2012.29,Stayed,NULL,NULL,95.82333333
3002-WQZWT,Female,25,No,0,Murrieta,92563,33.581045,-117.14719,0,29,Offer C,Yes,16.38,Yes,Yes,Fiber Optic,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,1993.25,0,0,475.02,2468.27,Stayed,NULL,NULL,85.11275862
3003-CMDUU,Female,22,Yes,0,Santa Paula,93060,34.402343,-119.094824,0,25,None,Yes,29.81,No,Yes,Fiber Optic,52,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,2395.7,0,80,745.25,3220.95,Stayed,NULL,NULL,128.838
3006-XIMLN,Female,34,No,0,Garden Valley,95633,38.852544,-120.837669,0,2,None,Yes,42.89,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website,139.79
3007-FDPEA,Female,28,No,0,Fallbrook,92028,33.362575,-117.299644,0,2,None,Yes,13.89,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0,0,27.78,67.63,Joined,NULL,NULL,33.815
3011-WQKSZ,Male,41,No,3,Foresthill,95631,39.031876,-120.811141,0,19,Offer D,Yes,24.1,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20,377.55,0,0,457.9,835.45,Stayed,NULL,NULL,43.97105263
3012-VFFMN,Female,61,Yes,1,Richvale,95974,39.495768,-121.747472,7,7,None,Yes,5.01,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,158.95,0,0,35.07,194.02,Stayed,NULL,NULL,27.71714286
3014-WJKSM,Male,26,Yes,0,San Luis Obispo,93401,35.233745,-120.626442,10,29,None,Yes,3.35,No,Yes,Fiber Optic,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,2263.4,0,0,97.15,2360.55,Stayed,NULL,NULL,81.39827586
3016-KSVCP,Male,47,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,4,29,Offer C,No,0,No,Yes,DSL,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,33.75,1009.25,0,0,0,1009.25,Stayed,NULL,NULL,34.80172414
3018-TFTSU,Male,44,No,0,Hathaway Pines,95233,38.184914,-120.364085,0,12,Offer D,Yes,18.38,No,Yes,Fiber Optic,3,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support,89.93
3023-GFLBR,Female,63,Yes,0,San Bernardino,92408,34.084909,-117.258107,1,33,None,Yes,14.34,Yes,Yes,Fiber Optic,28,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,2745.7,0,0,473.22,3218.92,Churned,Attitude,Attitude of service provider,97.5430303
3026-ATZYV,Female,32,Yes,2,Riverside,92507,33.976328,-117.319786,3,37,Offer C,Yes,1.12,No,Yes,Cable,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.1,2658.8,0,0,41.44,2700.24,Stayed,NULL,NULL,72.97945946
3027-YNWZU,Female,44,Yes,0,San Ramon,94583,37.766556,-121.976784,5,64,Offer B,Yes,6.81,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1584.8,0,0,435.84,2020.64,Stayed,NULL,NULL,31.5725
3027-ZTDHO,Male,21,No,0,Fresno,93721,36.732694,-119.783786,0,1,Offer E,Yes,32.85,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0,0,32.85,122.75,Churned,Other,Don't know,122.75
3030-YDNRM,Male,64,No,0,Pasadena,91107,34.159007,-118.087353,0,8,Offer E,Yes,11.58,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0,0,92.64,665.09,Stayed,NULL,NULL,83.13625
3030-YZADT,Male,57,No,0,Grass Valley,95949,39.099204,-121.137962,0,9,Offer E,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431,0,10,25.92,466.92,Churned,Competitor,Competitor had better devices,51.88
3030-ZKIWL,Male,23,No,0,Lake Isabella,93240,35.607875,-118.466318,0,1,None,Yes,18.15,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0,0,18.15,38.2,Joined,NULL,NULL,38.2
3034-ZBEQN,Female,31,Yes,0,La Puente,91746,34.038983,-117.991372,1,48,None,No,0,No,Yes,DSL,22,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,34.7,1604.5,0,0,0,1604.5,Churned,Dissatisfaction,Product dissatisfaction,33.42708333
3038-PQIUY,Female,39,No,0,Dulzura,91917,32.622999,-116.687855,0,38,None,Yes,20.14,Yes,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,2522.4,0,0,765.32,3287.72,Stayed,NULL,NULL,86.51894737
3039-MJSLN,Male,36,No,3,Cressey,95312,37.420273,-120.66527,0,3,None,Yes,18.43,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,50.6,0,0,55.29,105.89,Joined,NULL,NULL,35.29666667
3043-SUDUA,Female,35,No,0,West Sacramento,95605,38.592745,-121.540036,0,32,Offer C,Yes,15.53,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,601.55,0,0,496.96,1098.51,Stayed,NULL,NULL,34.3284375
3043-TYBNO,Male,43,No,0,Kneeland,95549,40.664483,-123.865325,0,3,None,Yes,22.49,No,Yes,DSL,11,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,60.65,196.9,0,0,67.47,264.37,Joined,NULL,NULL,88.12333333
3045-XETSH,Female,34,No,0,Lake Hughes,93532,34.659579,-118.584212,0,10,None,Yes,43.26,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,953.45,0,0,432.6,1386.05,Churned,Competitor,Competitor offered more data,138.605
3049-NDXFL,Female,30,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,34.47,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0,0,34.47,120.27,Churned,Competitor,Competitor made better offer,120.27
3049-SOLAY,Female,21,Yes,0,San Diego,92109,32.787836,-117.232376,5,3,None,Yes,23.26,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,292.85,0,20,69.78,382.63,Churned,Competitor,Competitor made better offer,127.5433333
3050-GBUSH,Female,25,No,0,Burlingame,94010,37.57028,-122.365778,0,3,None,No,0,No,Yes,DSL,46,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,0,0,0,113.95,Joined,NULL,NULL,37.98333333
3055-MJDSB,Male,24,No,0,Planada,95365,37.329725,-120.306399,0,9,Offer E,No,0,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.6,190.1,0,0,0,190.1,Stayed,NULL,NULL,21.12222222
3055-VTCGS,Female,35,No,0,Whittier,90605,33.960891,-118.032222,0,63,Offer B,Yes,27.38,No,Yes,DSL,9,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,3503.5,0,0,1724.94,5228.44,Stayed,NULL,NULL,82.99111111
3057-VJJQE,Male,64,No,0,Yorba Linda,92886,33.897253,-117.792202,0,35,None,Yes,20.39,Yes,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.25,1924.1,0,0,713.65,2637.75,Stayed,NULL,NULL,75.36428571
3058-WQDRE,Male,37,No,0,Branscomb,95417,39.710591,-123.682799,0,13,Offer D,No,0,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,331.85,48.59,0,0,283.26,Stayed,NULL,NULL,21.78923077
3059-NGMXB,Male,52,Yes,3,San Jose,95124,37.257063,-121.923037,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0,0,41.44,986.09,Stayed,NULL,NULL,70.435
3061-BCKYI,Male,27,No,0,Thousand Palms,92276,33.849263,-116.382778,0,14,Offer D,Yes,43.5,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,283.75,0,0,609,892.75,Stayed,NULL,NULL,63.76785714
