Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Home_Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Customer_Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Recurring_Monthly_Revenue,RunningRecurringMonthlyRevenue
6919-ELBGL,Male,75,Yes,0,Big Pine,93513,37.245505,-118.062943,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0,0,1539.36,9735.76,Stayed,NULL,NULL,135.2188889,92807.60248
4908-XAXAY,Female,70,No,0,Buttonwillow,93206,35.451402,-119.488413,0,49,None,Yes,47.72,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.85,4287.2,0,0,2338.28,6625.48,Stayed,NULL,NULL,135.2138776,92942.81635
6701-YVNQG,Male,63,Yes,0,Moreno Valley,92553,33.923149,-117.244933,4,72,Offer A,Yes,47.66,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.7,6301.7,0,0,3431.52,9733.22,Stayed,NULL,NULL,135.1836111,93213.20941
9348-ROUAI,Female,50,Yes,2,Honeydew,95545,40.342928,-124.063329,5,59,Offer B,Yes,47.05,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.3,5194.05,0,0,2775.95,7970,Stayed,NULL,NULL,135.0847458,93483.38262
6733-LRIZX,Male,42,No,0,Bodega Bay,94923,38.377165,-123.037957,0,35,None,Yes,20.07,Yes,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.95,4025.5,0,0,702.45,4727.95,Stayed,NULL,NULL,135.0842857,93618.4669
1320-REHCS,Male,75,No,0,Inglewood,90301,33.956445,-118.358634,0,52,None,Yes,23.04,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,5832,6.26,0,1198.08,7023.82,Stayed,NULL,NULL,135.0734615,93753.54036
2911-IJORQ,Male,42,No,0,Stirling City,95978,39.904002,-121.527823,0,37,None,Yes,44.52,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.6,3358.65,8.96,0,1647.24,4996.93,Stayed,NULL,NULL,135.0521622,93888.59252
5681-LLOEI,Male,59,Yes,1,Encino,91316,34.150354,-118.518292,11,43,None,Yes,42.22,Yes,Yes,Fiber Optic,25,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-2,4013.8,25.49,0,1815.46,5803.77,Stayed,NULL,NULL,134.9713953,94158.61392
0363-QJVFX,Male,22,No,0,Lake Hughes,93532,34.659579,-118.584212,0,32,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0,0,886.08,4318.98,Churned,Attitude,Attitude of service provider,134.968125,94293.58205
7017-VFHAY,Female,42,Yes,1,Glendora,91740,34.119363,-117.855059,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0,0,1220.61,8228.76,Stayed,NULL,NULL,134.8977049,94833.24308
2972-YDYUW,Female,47,No,0,Posey,93260,35.861928,-118.636698,0,57,None,Yes,38.94,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.7,5468.95,0,0,2219.58,7688.53,Stayed,NULL,NULL,134.8864912,94968.12957
7134-HBPBS,Female,65,No,0,Adelanto,92301,34.667815,-117.536183,0,72,Offer A,Yes,26.87,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,7774.05,0,0,1934.64,9708.69,Stayed,NULL,NULL,134.8429167,95102.97249
1842-EZJMK,Male,28,Yes,0,Orangevale,95662,38.689174,-121.218435,1,50,Offer B,Yes,34.14,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707,6741.44,Churned,Competitor,Competitor had better devices,134.8288,95237.80129
8404-FYDIB,Male,19,No,0,Los Angeles,90012,34.065875,-118.238728,0,26,Offer C,Yes,49.87,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.65,2208.75,0,0,1296.62,3505.37,Stayed,NULL,NULL,134.8219231,95372.62321
3756-VNWDH,Male,66,Yes,0,Pasadena,91101,34.146635,-118.139225,6,65,None,Yes,32.08,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0,0,2085.2,8759.85,Stayed,NULL,NULL,134.7669231,95642.17157
3084-DOWLE,Female,47,Yes,0,Citrus Heights,95621,38.69549,-121.307864,8,72,Offer A,Yes,43.29,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92,6474.4,0,110,3116.88,9701.28,Stayed,NULL,NULL,134.74,95776.91157
8690-ZVLCL,Female,49,Yes,1,Los Angeles,90038,34.088017,-118.327168,10,68,None,Yes,43.51,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88,6161.9,0,40,2958.68,9160.58,Stayed,NULL,NULL,134.7144118,95911.62598
3186-AJIEK,Male,44,No,0,Apple Valley,92308,34.424926,-117.184503,0,66,None,Yes,30.96,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6844.5,0,0,2043.36,8887.86,Stayed,NULL,NULL,134.6645455,96180.97552
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,34.167465,-118.165327,5,53,None,Yes,40.62,No,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2,18.55,0,2152.86,7134.51,Churned,Competitor,Competitor had better devices,134.6133962,96315.58892
6559-PDZLR,Male,26,No,0,Desert Center,92239,33.889605,-115.257009,0,26,None,Yes,37,No,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.65,2537,0,0,962,3499,Stayed,NULL,NULL,134.5769231,96584.77584
6891-JPYFF,Female,57,Yes,3,San Jose,95121,37.304681,-121.809955,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,Stayed,NULL,NULL,134.49,96988.35055
7873-CVMAW,Male,61,No,0,Van Nuys,91405,34.202494,-118.448048,0,72,None,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0,0,3319.2,9681.55,Stayed,NULL,NULL,134.4659722,97122.81652
8670-MEFCP,Female,23,Yes,2,Tranquillity,93668,36.635661,-120.288644,7,36,None,Yes,40.54,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,0,0,1459.44,4838.69,Stayed,NULL,NULL,134.4080556,97257.22458
4077-HWUYD,Male,59,Yes,3,Modesto,95354,37.639029,-120.964772,1,72,None,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-7,6463.15,0,0,3211.92,9675.07,Stayed,NULL,NULL,134.3759722,97391.60055
0376-OIWME,Male,24,Yes,0,San Ysidro,92173,32.555828,-117.040073,3,36,Offer C,Yes,41.33,No,Yes,Fiber Optic,41,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.6,3366.05,16.56,0,1487.88,4837.37,Stayed,NULL,NULL,134.3713889,97525.97194
2284-VFLKH,Male,23,Yes,0,Clipper Mills,95930,39.562239,-121.14836,4,49,Offer B,Yes,33.93,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,4920.8,0,0,1662.57,6583.37,Stayed,NULL,NULL,134.3544898,97660.32643
5569-IDSEY,Male,52,Yes,0,Winters,95694,38.578604,-122.024579,8,71,Offer A,Yes,29.11,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,7472.15,0,0,2066.81,9538.96,Stayed,NULL,NULL,134.3515493,97794.67798
8785-CJSHH,Female,22,Yes,0,West Sacramento,95691,38.627951,-121.593287,9,60,None,Yes,34.48,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5985.75,0,0,2068.8,8054.55,Stayed,NULL,NULL,134.2425,98197.52381
7730-CLDSV,Female,61,Yes,2,Brentwood,94513,37.908242,-121.682472,6,72,Offer A,Yes,35.21,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45,0,0,2535.12,9664.57,Stayed,NULL,NULL,134.2301389,98331.75395
2898-MRKPI,Male,36,Yes,1,Ranchita,92066,33.215251,-116.53633,10,68,Offer A,Yes,34.62,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.05,6770.5,0,0,2354.16,9124.66,Stayed,NULL,NULL,134.1861765,98600.17013
8268-YDIXR,Male,45,Yes,0,Merced,95348,37.40122,-120.514191,1,56,Offer B,Yes,40.33,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93.15,5253.95,0,0,2258.48,7512.43,Stayed,NULL,NULL,134.1505357,98868.49441
2773-OVBPK,Male,60,Yes,0,Orange,92865,33.828779,-117.848299,1,67,Offer A,Yes,21.71,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,36.66,0,1454.57,8985.11,Stayed,NULL,NULL,134.1061194,99002.60053
6664-FPDAC,Female,77,No,0,San Diego,92115,32.762506,-117.07245,0,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0,0,1089.76,7508.66,Churned,Attitude,Attitude of service provider,134.0832143,99136.68374
8495-LJDFO,Female,76,No,0,Rancho Santa Margarita,92688,33.624654,-117.611733,0,64,None,Yes,22.86,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0,0,1463.04,8574.34,Stayed,NULL,NULL,133.9740625,99270.65781
5089-IFSDP,Female,39,Yes,0,Huntington Beach,92647,33.723579,-118.005441,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0,0,1623.42,7767.97,Churned,Dissatisfaction,Product dissatisfaction,133.9305172,99672.50938
6242-FEGFD,Male,43,Yes,0,Stratford,93266,36.175255,-119.813805,5,66,None,Yes,36.55,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,96.6,6424.25,0,0,2412.3,8836.55,Stayed,NULL,NULL,133.8871212,99940.31356
1732-FEKLD,Female,30,No,0,Newport Beach,92662,33.606336,-117.893042,0,54,Offer B,Yes,37.65,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,94.75,5121.75,0,70,2033.1,7224.85,Stayed,NULL,NULL,133.7935185,100207.9404
2167-FQSTQ,Female,20,Yes,0,Hayward,94541,37.674002,-122.076796,8,72,None,Yes,37.45,Yes,Yes,DSL,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,6786.1,0,150,2696.4,9632.5,Stayed,NULL,NULL,133.7847222,100341.7251
1215-FIGMP,Male,27,No,0,Los Angeles,90077,34.102084,-118.451629,0,60,Offer B,Yes,42.88,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,5450.7,0,0,2572.8,8023.5,Stayed,NULL,NULL,133.725,100609.202
3258-SYSWS,Male,75,No,0,Lakeside,92040,32.909873,-116.906774,0,72,None,Yes,24.67,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,0,0,1776.24,9622.04,Stayed,NULL,NULL,133.6394444,100742.8415
5074-FBGHB,Male,47,No,0,Freedom,95019,36.936228,-121.785559,0,64,None,Yes,25.95,Yes,Yes,Fiber Optic,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.65,6889.8,0,0,1660.8,8550.6,Stayed,NULL,NULL,133.603125,100876.4446
9135-MGVPY,Male,41,Yes,0,Sanger,93657,36.819628,-119.440414,10,69,None,Yes,48.37,No,Yes,DSL,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,5878.9,0,0,3337.53,9216.43,Stayed,NULL,NULL,133.5714493,101143.596
0017-IUDMW,Female,25,Yes,2,Sunnyvale,94086,37.378541,-122.020456,2,72,None,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,8456.75,0,0,1152.72,9609.47,Stayed,NULL,NULL,133.4648611,101410.5659
6322-PJJDJ,Male,58,Yes,0,Markleeville,96120,38.735789,-119.85798,8,49,Offer B,Yes,36.3,No,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,94.8,4690.65,0,70,1778.7,6539.35,Stayed,NULL,NULL,133.4561224,101544.022
6425-YQLLO,Female,68,Yes,0,Pinole,94564,37.996462,-122.293716,1,66,None,Yes,27.75,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,105.95,6975.25,0,0,1831.5,8806.75,Churned,Other,Don't know,133.4356061,101810.8976
1187-WILMM,Male,39,Yes,0,Lindsay,93247,36.205465,-119.085807,6,63,None,Yes,44.55,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,5597.65,0,0,2806.65,8404.3,Stayed,NULL,NULL,133.4015873,102211.1612
2927-CVULT,Female,64,Yes,1,Ramona,92065,33.044541,-116.833922,1,53,Offer B,Yes,28.36,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,5566.4,0,0,1503.08,7069.48,Stayed,NULL,NULL,133.3864151,102477.9427
5748-RNCJT,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0,0,1854.72,9203.52,Churned,Competitor,Competitor offered higher download speeds,133.3843478,102611.327
2878-RMWXY,Male,75,Yes,0,Temecula,92590,33.475493,-117.219551,5,72,None,Yes,28.5,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,0,0,2052,9602.3,Stayed,NULL,NULL,133.3652778,102744.6923
0380-NEAVX,Male,72,No,0,Newport Beach,92660,33.634626,-117.874882,0,34,None,Yes,35,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.85,3343.15,0,0,1190,4533.15,Stayed,NULL,NULL,133.3279412,103011.3771
6156-UZDLF,Female,19,No,0,Pleasant Hill,94523,37.95338,-122.076886,0,26,Offer C,Yes,45.09,No,Yes,Fiber Optic,41,Yes,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,87.15,2274.1,0,20,1172.34,3466.44,Stayed,NULL,NULL,133.3246154,103144.7017
4423-JWZJN,Male,57,Yes,2,Springville,93265,36.245926,-118.693138,9,64,Offer B,Yes,45.35,Yes,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,90.25,5629.15,0,0,2902.4,8531.55,Stayed,NULL,NULL,133.3054688,103278.0072
4143-HHPMK,Male,46,No,0,Mission Hills,91345,34.266389,-118.459744,0,52,None,Yes,48.13,No,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0,90,2502.76,6931.36,Churned,Attitude,Attitude of support person,133.2953846,103411.3025
2530-ENDWQ,Female,55,Yes,0,Rio Dell,95562,40.485849,-124.163234,2,71,Offer A,Yes,40.52,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,0,0,2876.92,9462.27,Churned,Competitor,Competitor offered more data,133.2714085,103544.5739
7251-LJBQN,Female,74,No,0,Strathmore,93267,36.141319,-119.129075,0,40,None,Yes,28.54,Yes,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0,0,1141.6,5330,Stayed,NULL,NULL,133.25,103811.0939
3588-WSTTJ,Female,78,No,0,Los Angeles,90077,34.102084,-118.451629,0,35,Offer C,Yes,31.64,Yes,Yes,Fiber Optic,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,3554.6,0,0,1107.4,4662,Stayed,NULL,NULL,133.2,104210.7039
9070-BCKQP,Female,20,Yes,0,Wilmington,90744,33.782068,-118.262263,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,7881.2,0,0,1706.4,9587.6,Stayed,NULL,NULL,133.1611111,104343.8651
7130-YXBRO,Male,28,Yes,0,Cool,95614,38.880622,-120.973865,9,48,Offer B,Yes,22.36,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.45,5315.1,0,0,1073.28,6388.38,Stayed,NULL,NULL,133.09125,104743.2533
0533-BNWKF,Female,66,Yes,0,San Diego,92122,32.85723,-117.209774,2,55,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45,4874.7,0,90,2355.1,7319.8,Churned,Competitor,Competitor made better offer,133.0872727,104876.3406
6901-GOGZG,Male,28,No,1,Lake Hughes,93532,34.659579,-118.584212,0,60,Offer B,Yes,49.96,Yes,Yes,DSL,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,4984.85,0,0,2997.6,7982.45,Stayed,NULL,NULL,133.0408333,105009.3814
5985-BEHZK,Female,78,Yes,0,Santa Ana,92705,33.766004,-117.786763,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105,7578.05,0,0,2000.88,9578.93,Stayed,NULL,NULL,133.0406944,105142.4221
8812-ZRHFP,Female,53,Yes,3,San Francisco,94133,37.802071,-122.411004,0,30,Offer C,Yes,48.43,No,Yes,Fiber Optic,58,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0,0,1452.9,3990.95,Stayed,NULL,NULL,133.0316667,105275.4538
8071-SBTRN,Female,63,No,0,Canoga Park,91304,34.224377,-118.632656,0,70,None,Yes,23.15,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.15,7737.55,46.26,0,1620.5,9311.79,Stayed,NULL,NULL,133.0255714,105408.4793
0406-BPDVR,Female,75,Yes,0,Visalia,93277,36.303793,-119.375646,0,54,Offer B,Yes,33.49,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,0,0,1808.46,7181.56,Churned,Price,Lack of affordable download/upload speed,132.9918519,105541.4712
0895-DQHEW,Male,47,Yes,0,Burney,96013,40.946785,-121.719489,1,54,None,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.84,7181.54,Churned,Competitor,Competitor offered more data,132.9914815,105674.4627
4612-THJBS,Female,68,No,0,Terra Bella,93270,35.939068,-119.043666,0,56,None,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0,0,1936.48,7447.13,Churned,Attitude,Attitude of service provider,132.9844643,105807.4471
1090-ESELR,Male,47,Yes,0,Fawnskin,92333,34.274846,-116.937581,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0,0,1962,9573.55,Stayed,NULL,NULL,132.9659722,105940.4131
2172-EJXVF,Female,65,No,0,Los Angeles,90047,33.958149,-118.308441,0,71,None,Yes,25.61,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.9,7521.95,6.65,100,1818.31,9433.61,Stayed,NULL,NULL,132.8677465,106206.2363
5195-KPUNQ,Female,72,No,0,Lakehead,96051,40.883853,-122.418258,0,53,Offer B,Yes,34.58,No,Yes,Fiber Optic,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.75,5206.55,0,0,1832.74,7039.29,Stayed,NULL,NULL,132.8167925,106339.0531
1498-NHTLT,Male,21,Yes,3,Citrus Heights,95621,38.69549,-121.307864,4,59,Offer B,Yes,42.37,No,Yes,Cable,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.75,5186,0,150,2499.83,7835.83,Stayed,NULL,NULL,132.810678,106471.8638
9571-EDEBV,Male,60,Yes,0,San Diego,92119,32.802959,-117.027095,8,71,None,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,6962.85,0,0,2465.12,9427.97,Stayed,NULL,NULL,132.7883099,106737.4525
8659-IOOPU,Female,25,Yes,2,Moss Landing,95039,36.863303,-121.781632,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,Stayed,NULL,NULL,132.7738028,106870.2263
3536-IQCTX,Male,76,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,32,None,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0,0,1587.2,4248.3,Churned,Competitor,Competitor had better devices,132.759375,107135.7557
8564-LDKFL,Male,37,Yes,0,Big Bar,96010,40.775272,-123.287414,1,40,Offer B,Yes,29.46,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,4178.65,47.02,0,1178.4,5310.03,Stayed,NULL,NULL,132.75075,107268.5065
3733-UOCWF,Male,78,Yes,0,Helendale,92342,34.757783,-117.33997,5,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0,0,2845.65,8097.4,Stayed,NULL,NULL,132.7442623,107401.2507
8405-IGQFX,Female,41,No,0,Bridgeport,93517,38.184583,-119.286558,0,63,Offer B,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817,0,0,2541.42,8358.42,Stayed,NULL,NULL,132.6733333,107666.6341
8800-ZKRFW,Female,62,Yes,2,Philo,95466,39.094102,-123.500853,9,30,None,Yes,24.56,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,0,0,736.8,3979.3,Stayed,NULL,NULL,132.6433333,107931.9433
2832-KJCRD,Female,22,No,0,Los Angeles,90071,34.052917,-118.255178,0,38,Offer C,Yes,23.95,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,0,140,910.1,5038.6,Stayed,NULL,NULL,132.5947368,108064.538
0795-GMVQO,Male,36,Yes,0,San Diego,92105,32.741859,-117.090353,1,67,None,Yes,23.13,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0,0,1549.71,8882.11,Stayed,NULL,NULL,132.568806,108197.1068
9058-HRZSV,Female,77,Yes,0,Baldwin Park,91706,34.098275,-117.967399,2,65,None,Yes,38.32,No,Yes,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.4,6126.15,0,0,2490.8,8616.95,Stayed,NULL,NULL,132.5684615,108329.6753
2806-MLNTI,Male,79,Yes,0,White Water,92282,33.972293,-116.654195,4,52,None,Yes,29.15,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,5376.4,0,0,1515.8,6892.2,Stayed,NULL,NULL,132.5423077,108594.7734
6437-UDQJM,Female,72,Yes,0,Los Angeles,90023,34.017697,-118.200577,5,72,None,Yes,47.4,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.1,6129.65,0,0,3412.8,9542.45,Stayed,NULL,NULL,132.5340278,108727.3075
